event_timestamp,event_type,processing_bar_index,message,processing_bar_timestamp,processing_bar_ohlc,pds_potential_idx,pds_anchor_h,pds_candidate_idx,pds_candidate_h,pds_candidate_l,pus_potential_idx,pus_anchor_l,pus_candidate_idx,pus_candidate_l,pus_candidate_h,in_containment,containment_ref_idx,containment_ref_type,last_trend_type,last_trend_idx,overall_trend_up
2025-06-09T21:41:32.717265+00:00,STRATEGY_DEBUG,6,Bar Summary: Pending Downtrend Start on Bar 6 (2025-03-17T18:00:00+00:00) by Rule C,2025-03-17T18:00:00+00:00,"O:5733.5,H:5759.75,L:5725.5,C:5732.25,V:233213.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717269+00:00,STRATEGY_DEBUG,7,Processing Bar 7 (2025-03-17T22:00:00+00:00),2025-03-17T22:00:00+00:00,"O:5732.0,H:5738.0,L:5716.5,C:5717.5,V:35976.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717273+00:00,STRATEGY_DEBUG,7,Bar OHLCV: O:5732.0 H:5738.0 L:5716.5 C:5717.5 V:35976.0,2025-03-17T22:00:00+00:00,"O:5732.0,H:5738.0,L:5716.5,C:5717.5,V:35976.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717277+00:00,STRATEGY_DEBUG,7,Initial State - PUS Candidate: Bar 3 (L:5651.25) | PDS Candidate: Bar 6 (H:5759.75),2025-03-17T22:00:00+00:00,"O:5732.0,H:5738.0,L:5716.5,C:5717.5,V:35976.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717280+00:00,STRATEGY_DEBUG,7,Initial State - Last Confirmed Trend: downtrend at Bar 1,2025-03-17T22:00:00+00:00,"O:5732.0,H:5738.0,L:5716.5,C:5717.5,V:35976.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717283+00:00,STRATEGY_DEBUG,7,"Initial State - Containment: False (Ref Bar: None, H:N/A, L:N/A, Start Bar: None, Consecutive Inside: 0)",2025-03-17T22:00:00+00:00,"O:5732.0,H:5738.0,L:5716.5,C:5717.5,V:35976.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717288+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Checking rule 'EXHAUSTION_REVERSAL' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717290+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Rule 'EXHAUSTION_REVERSAL' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717291+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Checking rule 'LowUndercutHighRespect' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717293+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Rule 'LowUndercutHighRespect' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717294+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Checking rule 'HigherHighLowerLowDownClose' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717295+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Rule 'HigherHighLowerLowDownClose' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717297+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Checking rule 'EngulfingUpPDSLowBreak' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717298+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Rule 'EngulfingUpPDSLowBreak' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717299+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Checking rule 'BreakoutAfterFailedLowV2' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717302+00:00,STRATEGY_DEBUG,7,"CUS Rule '_cus_rule_breakout_after_failed_low_v2' NOT MET. PUS:3, PDS:6. cond_new_high_vs_pds:False, cond_closes_higher_prev:False, cond_up_bar:False, pus_low_respected:True",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717304+00:00,STRATEGY_DEBUG,7,CUS Evaluation: Rule 'BreakoutAfterFailedLowV2' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717305+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Checking rule 'LowThenHigherClose_vs_PDSOpen' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717307+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Rule 'LowThenHigherClose_vs_PDSOpen' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717308+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Checking rule 'RallyLowBreaksPeakLow_A' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717311+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Rule 'RallyLowBreaksPeakLow_A' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717312+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Checking rule 'NewHighWeakAdvance_B' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717313+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Rule 'NewHighWeakAdvance_B' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717314+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Checking rule 'FailedRallyAfterLowBreak_F' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717316+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Rule 'FailedRallyAfterLowBreak_F' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717317+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Checking rule 'HigherOHLCAfterLowBreak_G' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717319+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Rule 'HigherOHLCAfterLowBreak_G' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717320+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Checking rule 'OutsideBarStrongerClose_H' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717321+00:00,STRATEGY_DEBUG,7,CDS Evaluation: Rule 'OutsideBarStrongerClose_H' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717323+00:00,STRATEGY_DEBUG,7,Signal Generation: Checking PDS for prev_bar (6) triggered by current_bar (7).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717324+00:00,STRATEGY_DEBUG,7,"Signal Generation (PDS on prev_bar 6): is_lower_ohlc_bar=True, is_pending_downtrend_start_rule=True, is_simple_pending_downtrend_start_signal=True",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717326+00:00,STRATEGY_DEBUG,6,Attempting to set PDS on Bar 6. Current PDS cand: 6 (H:5759.75). Prev bar H check passed.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717328+00:00,STRATEGY_DEBUG,6,PDS on Bar 6 not set/updated (existing cand Bar 6 has H:5759.75).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717329+00:00,STRATEGY_DEBUG,7,"Signal Generation: PDS conditions MET BUT PDS on prev_bar (6) was rejected or not updated (e.g. H < prev H, or existing cand better).",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717330+00:00,STRATEGY_DEBUG,7,Signal Generation: Checking PUS for prev_bar (6) triggered by current_bar (7).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717332+00:00,STRATEGY_DEBUG,7,"Signal Generation (PUS on prev_bar 6): is_higher_ohlc_bar=False, is_pending_uptrend_start_rule=False, is_simple_pending_uptrend_start_signal=False, cond_curr_triggers_pus_on_prev_via_hhll=False",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717333+00:00,STRATEGY_DEBUG,7,Signal Generation: No PUS conditions met for prev_bar (6).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717335+00:00,STRATEGY_DEBUG,7,Bar Summary: Neutral (no specific events).,2025-03-17T22:00:00+00:00,"O:5732.0,H:5738.0,L:5716.5,C:5717.5,V:35976.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717338+00:00,STRATEGY_DEBUG,8,Processing Bar 8 (2025-03-18T02:00:00+00:00),2025-03-18T02:00:00+00:00,"O:5717.5,H:5720.25,L:5707.75,C:5713.75,V:19078.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717343+00:00,STRATEGY_DEBUG,8,Bar OHLCV: O:5717.5 H:5720.25 L:5707.75 C:5713.75 V:19078.0,2025-03-18T02:00:00+00:00,"O:5717.5,H:5720.25,L:5707.75,C:5713.75,V:19078.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717350+00:00,STRATEGY_DEBUG,8,Initial State - PUS Candidate: Bar 3 (L:5651.25) | PDS Candidate: Bar 6 (H:5759.75),2025-03-18T02:00:00+00:00,"O:5717.5,H:5720.25,L:5707.75,C:5713.75,V:19078.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717354+00:00,STRATEGY_DEBUG,8,Initial State - Last Confirmed Trend: downtrend at Bar 1,2025-03-18T02:00:00+00:00,"O:5717.5,H:5720.25,L:5707.75,C:5713.75,V:19078.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717357+00:00,STRATEGY_DEBUG,8,"Initial State - Containment: False (Ref Bar: None, H:N/A, L:N/A, Start Bar: None, Consecutive Inside: 0)",2025-03-18T02:00:00+00:00,"O:5717.5,H:5720.25,L:5707.75,C:5713.75,V:19078.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717362+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Checking rule 'EXHAUSTION_REVERSAL' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717363+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Rule 'EXHAUSTION_REVERSAL' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717364+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Checking rule 'LowUndercutHighRespect' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717366+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Rule 'LowUndercutHighRespect' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717367+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Checking rule 'HigherHighLowerLowDownClose' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717368+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Rule 'HigherHighLowerLowDownClose' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717369+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Checking rule 'EngulfingUpPDSLowBreak' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717371+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Rule 'EngulfingUpPDSLowBreak' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717372+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Checking rule 'BreakoutAfterFailedLowV2' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717378+00:00,STRATEGY_DEBUG,8,"CUS Rule '_cus_rule_breakout_after_failed_low_v2' NOT MET. PUS:3, PDS:6. cond_new_high_vs_pds:False, cond_closes_higher_prev:False, cond_up_bar:False, pus_low_respected:True",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717379+00:00,STRATEGY_DEBUG,8,CUS Evaluation: Rule 'BreakoutAfterFailedLowV2' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717380+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Checking rule 'LowThenHigherClose_vs_PDSOpen' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717382+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Rule 'LowThenHigherClose_vs_PDSOpen' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717383+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Checking rule 'RallyLowBreaksPeakLow_A' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717385+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Rule 'RallyLowBreaksPeakLow_A' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717387+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Checking rule 'NewHighWeakAdvance_B' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717388+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Rule 'NewHighWeakAdvance_B' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717389+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Checking rule 'FailedRallyAfterLowBreak_F' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717391+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Rule 'FailedRallyAfterLowBreak_F' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717392+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Checking rule 'HigherOHLCAfterLowBreak_G' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717393+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Rule 'HigherOHLCAfterLowBreak_G' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717395+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Checking rule 'OutsideBarStrongerClose_H' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717396+00:00,STRATEGY_DEBUG,8,CDS Evaluation: Rule 'OutsideBarStrongerClose_H' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717397+00:00,STRATEGY_DEBUG,8,Signal Generation: Checking PDS for prev_bar (7) triggered by current_bar (8).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717398+00:00,STRATEGY_DEBUG,8,"Signal Generation (PDS on prev_bar 7): is_lower_ohlc_bar=True, is_pending_downtrend_start_rule=True, is_simple_pending_downtrend_start_signal=True",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717401+00:00,STRATEGY_DEBUG,8,"Signal Generation: PDS conditions MET BUT PDS on prev_bar (7) was rejected or not updated (e.g. H < prev H, or existing cand better).",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717402+00:00,STRATEGY_DEBUG,8,Signal Generation: Checking PUS for prev_bar (7) triggered by current_bar (8).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717403+00:00,STRATEGY_DEBUG,8,"Signal Generation (PUS on prev_bar 7): is_higher_ohlc_bar=False, is_pending_uptrend_start_rule=False, is_simple_pending_uptrend_start_signal=False, cond_curr_triggers_pus_on_prev_via_hhll=False",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717404+00:00,STRATEGY_DEBUG,8,Signal Generation: No PUS conditions met for prev_bar (7).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717406+00:00,STRATEGY_DEBUG,8,Bar Summary: PDS on Bar 7 rejected: H (5738.0) < H of prev bar 6 (5759.75),2025-03-18T02:00:00+00:00,"O:5717.5,H:5720.25,L:5707.75,C:5713.75,V:19078.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717409+00:00,STRATEGY_DEBUG,9,Processing Bar 9 (2025-03-18T06:00:00+00:00),2025-03-18T06:00:00+00:00,"O:5713.75,H:5735.75,L:5712.0,C:5723.75,V:51934.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717413+00:00,STRATEGY_DEBUG,9,Bar OHLCV: O:5713.75 H:5735.75 L:5712.0 C:5723.75 V:51934.0,2025-03-18T06:00:00+00:00,"O:5713.75,H:5735.75,L:5712.0,C:5723.75,V:51934.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717417+00:00,STRATEGY_DEBUG,9,Initial State - PUS Candidate: Bar 3 (L:5651.25) | PDS Candidate: Bar 6 (H:5759.75),2025-03-18T06:00:00+00:00,"O:5713.75,H:5735.75,L:5712.0,C:5723.75,V:51934.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717420+00:00,STRATEGY_DEBUG,9,Initial State - Last Confirmed Trend: downtrend at Bar 1,2025-03-18T06:00:00+00:00,"O:5713.75,H:5735.75,L:5712.0,C:5723.75,V:51934.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717423+00:00,STRATEGY_DEBUG,9,"Initial State - Containment: False (Ref Bar: None, H:N/A, L:N/A, Start Bar: None, Consecutive Inside: 0)",2025-03-18T06:00:00+00:00,"O:5713.75,H:5735.75,L:5712.0,C:5723.75,V:51934.0",6.0,5759.75,6.0,5759.75,5725.5,4.0,5664.75,3.0,5651.25,5670.25,False,,,downtrend,1.0,False
2025-06-09T21:41:32.717427+00:00,STRATEGY_DEBUG,9,CUS Evaluation: Checking rule 'EXHAUSTION_REVERSAL' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717428+00:00,STRATEGY_DEBUG,9,CUS Evaluation: Rule 'EXHAUSTION_REVERSAL' NOT MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717430+00:00,STRATEGY_DEBUG,9,CUS Evaluation: Checking rule 'LowUndercutHighRespect' for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717431+00:00,STRATEGY_DEBUG,9,CUS Rule 'check_cus_confirmation_low_undercut_high_respect' MET for PDS cand 6,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717432+00:00,STRATEGY_DEBUG,9,CUS Evaluation: Rule 'LowUndercutHighRespect' MET for PUS on Bar 3.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717433+00:00,STRATEGY_DEBUG,9,CDS Evaluation: Checking rule 'LowThenHigherClose_vs_PDSOpen' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717435+00:00,STRATEGY_DEBUG,9,CDS Evaluation: Rule 'LowThenHigherClose_vs_PDSOpen' NOT MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717436+00:00,STRATEGY_DEBUG,9,CDS Evaluation: Checking rule 'RallyLowBreaksPeakLow_A' for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717439+00:00,STRATEGY_DEBUG,9,CDS Rule 'check_cds_confirmation_pattern_A' MET for PDS 6,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717440+00:00,STRATEGY_DEBUG,9,CDS Evaluation: Rule 'RallyLowBreaksPeakLow_A' MET for PDS on Bar 6.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717443+00:00,STRATEGY_DEBUG,3,CUS Confirmed from Bar 3. Last confirmed: UPTREND at 3,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717447+00:00,STRATEGY_DEBUG,6,CDS Confirmed from Bar 6. Last confirmed: DOWNTREND at 6,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717448+00:00,STRATEGY_DEBUG,6,Apply CDS: PDS candidate on CDS Bar 6 is being reset as it is now confirmed.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717450+00:00,STRATEGY_DEBUG,9,Bar Summary: Confirmed Downtrend Start from Bar 6 (2025-03-17T18:00:00+00:00); Confirmed Uptrend Start from Bar 3 (2025-03-17T06:00:00+00:00),2025-03-18T06:00:00+00:00,"O:5713.75,H:5735.75,L:5712.0,C:5723.75,V:51934.0",,,,,,,,,,,False,,,downtrend,6.0,False
2025-06-09T21:41:32.717454+00:00,STRATEGY_DEBUG,10,Processing Bar 10 (2025-03-18T10:00:00+00:00),2025-03-18T10:00:00+00:00,"O:5723.5,H:5725.0,L:5666.75,C:5668.25,V:303275.0",,,,,,,,,,,False,,,downtrend,6.0,False
2025-06-09T21:41:32.717459+00:00,STRATEGY_DEBUG,10,Bar OHLCV: O:5723.5 H:5725.0 L:5666.75 C:5668.25 V:303275.0,2025-03-18T10:00:00+00:00,"O:5723.5,H:5725.0,L:5666.75,C:5668.25,V:303275.0",,,,,,,,,,,False,,,downtrend,6.0,False
2025-06-09T21:41:32.717463+00:00,STRATEGY_DEBUG,10,Initial State - PUS Candidate: Bar None (L:N/A) | PDS Candidate: Bar None (H:N/A),2025-03-18T10:00:00+00:00,"O:5723.5,H:5725.0,L:5666.75,C:5668.25,V:303275.0",,,,,,,,,,,False,,,downtrend,6.0,False
2025-06-09T21:41:32.717466+00:00,STRATEGY_DEBUG,10,Initial State - Last Confirmed Trend: downtrend at Bar 6,2025-03-18T10:00:00+00:00,"O:5723.5,H:5725.0,L:5666.75,C:5668.25,V:303275.0",,,,,,,,,,,False,,,downtrend,6.0,False
2025-06-09T21:41:32.717469+00:00,STRATEGY_DEBUG,10,"Initial State - Containment: False (Ref Bar: None, H:N/A, L:N/A, Start Bar: None, Consecutive Inside: 0)",2025-03-18T10:00:00+00:00,"O:5723.5,H:5725.0,L:5666.75,C:5668.25,V:303275.0",,,,,,,,,,,False,,,downtrend,6.0,False
2025-06-09T21:41:32.717472+00:00,STRATEGY_DEBUG,10,CUS Evaluation: No initial PUS candidate to evaluate.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717473+00:00,STRATEGY_DEBUG,10,CDS Evaluation: No initial PDS candidate to evaluate.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717475+00:00,STRATEGY_DEBUG,10,Signal Generation: Checking PDS for prev_bar (9) triggered by current_bar (10).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717476+00:00,STRATEGY_DEBUG,10,"Signal Generation (PDS on prev_bar 9): is_lower_ohlc_bar=True, is_pending_downtrend_start_rule=True, is_simple_pending_downtrend_start_signal=True",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717478+00:00,STRATEGY_DEBUG,9,Attempting to set PDS on Bar 9. Current PDS cand: None (H:None). Prev bar H check passed.,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717480+00:00,STRATEGY_DEBUG,9,"PDS set/updated on Bar 9 (H:5735.75, L:5712.0). Cleared PUS on same bar if present.",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717481+00:00,STRATEGY_DEBUG,10,Signal Generation: PDS conditions MET. PDS set/updated on prev_bar (9).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717482+00:00,STRATEGY_DEBUG,10,Signal Generation: Checking PUS for prev_bar (9) triggered by current_bar (10).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717483+00:00,STRATEGY_DEBUG,10,"Signal Generation (PUS on prev_bar 9): is_higher_ohlc_bar=False, is_pending_uptrend_start_rule=False, is_simple_pending_uptrend_start_signal=False, cond_curr_triggers_pus_on_prev_via_hhll=False",,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717484+00:00,STRATEGY_DEBUG,10,Signal Generation: No PUS conditions met for prev_bar (9).,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717486+00:00,STRATEGY_DEBUG,10,Bar Summary: Pending Downtrend Start on Bar 9 (2025-03-18T06:00:00+00:00),2025-03-18T10:00:00+00:00,"O:5723.5,H:5725.0,L:5666.75,C:5668.25,V:303275.0",9.0,5735.75,9.0,5735.75,5712.0,,,,,,False,,,downtrend,6.0,False
2025-06-09T21:41:32.717513+00:00,STRATEGY_DEBUG,9,FORCED CUS from Bar 8 due to CDS at 9. Last confirmed: UPTREND at 8,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717515+00:00,STRATEGY_DEBUG,9,CDS Confirmed from Bar 9. Last confirmed: DOWNTREND at 9,,,,,,,,,,,,,,,,,,
2025-06-09T21:41:32.717516+00:00,STRATEGY_DEBUG,9,Apply CDS: PDS candidate on CDS Bar 9 is being reset as it is now confirmed.,,,,,,,,,,,,,,,,,,
